"no","answer","question","option1","option2","option3","option4"
"321","1","依國內信用狀業務規定，下列何者非屬授權營業單位主管核定之特別指示條款？","(1)匯票金額超逾統一發票金額可接受","(2)得以發票收執聯(或扣抵聯)之任一聯押匯","(3)扣抵聯或收執聯之發票影本可接受","(4)統一發票日早於開狀日三個月內可接受"
"322","3","有關國內信用狀業務，下列敘述何者錯誤？","(1)係供信用狀申請人向信用狀受益人採購原料或物資之用","(2)受益人於依信用狀條件交貨後得簽發匯票並檢附信用狀正本及附隨之單證，向本行請求付款或辦理匯票之承兌","(3)如由本行先予匯票承兌，俟一定期限後再行付款者，是為國內即期信用狀","(4)經承兌後之遠期匯票，受益人倘需資金融通得持向本行營業單位申請貼現，或在貨幣巿場自由流通買賣"
"323","4","有關國內信用狀開狀之動撥，下列敘述何者錯誤？","(1)完成各項文件徵提及費用收取，即可編製「動撥通知書」並掃描國內不可撤銷信用狀申請書等文件至所屬區營運處","(2)區營運處作業完妥後，應將蓋有核准動撥章戳及載有信用狀號碼之動撥通知書，掃描回開狀行","(3)開狀行可於核心帳務系統列印出信用狀，再依開狀申請書之內容繕妥「國內不可撤銷信用狀」，並由有權簽章人員簽署","(4)已計收之手續費或承兌手續費，於信用狀開發後，客戶仍可申請退還"
"324","4","有關國內信用狀賣方申請融資，下列敘述何者錯誤？","(1)貸放科目為「短期放款—信用狀副擔保」","(2)撥貸時，應徵提信用狀正本，並於其上加蓋「本信用狀已在××分行辦理貸款」字樣，妥慎保管。","(3)融資最高限額不得超過信用狀金額百分之八十五","(4)授信審核權限比照本行「授信審核權限準則」中之無擔保放款「B類」權限辦理"
"325","2","未逾有效期間之國內信用狀辦理註銷，下列敘述何者錯誤？","(1)信用狀申請人及受益人應分別出具「國內信用狀未用餘額註銷申請書」及「國內信用狀未用餘額註銷受益人同意書」後始可受理註銷","(2)信用狀註銷後，結餘之保證金不予退還","(3)辦理註銷時，應收回信用狀正本及「國內信用狀存入保證金証實書」正本","(4)信用狀係經由通知銀行轉送受益人者，應即通知該指定通知行該筆信用狀已註銷"
"326","4","受理國內信用狀受益人押匯時，下列敘述何者錯誤？","(1)押匯手續費按每筆押匯金額0.1%計收，最高新臺幣1,000元，最低新臺幣200元","(2)匯票金額不得超過信用狀金(餘)額","(3)匯票之發票人及受款人均應為信用狀受益人","(4)統一發票日期得遲於信用狀交貨期限，但不得遲於信用狀有效期限"
"327","3","有關辦理國內信用狀業務，授信經辦人員應注意事項，下列何者錯誤？","(1)匯票發票日應不得遲於信用狀之有效期限或最後提示期限","(2)承兌匯票，其發票日至到期日止之期間，除另有約定外，期間最長不得超過一百八十天","(3)國內即期信用狀應於墊款後15天內，由申請人備款清償","(4)應確實查核信用狀申請人與信用狀受益人之交易行為"
"328","3","有關辦理以外幣開發國內信用狀業務，下列敘述何者錯誤？","(1)放款科目為應收信用狀款項-國內即期信用狀，無需特別請准均可辦理","(2)申請幣別以美元、港幣、日圓、英鎊、歐元等五種外幣為限","(3)以外幣開發之國內信用狀付款時，限以外幣（原幣）支付","(4)申請外幣開狀以「國內即期信用狀」為限"
"329","2","有關辦理國內信用狀業務之規定，下列敘述何者正確？","(1)匯票發票日得遲於信用狀之有效期限或最後提示期限","(2)承兌匯票之到期日應自發票日起算，未經個案請准最多不得超過一百八十天","(3)信用狀如係分批交貨者，仍有餘額，應將信用狀正本，發還信用狀申請人","(4)申請人申請銀行墊款，每筆墊款期間以不超過九十天為原則"
"330","4","下列何種信用狀之開發，係以中文表示？","(1)國外遠期信用狀","(2)國外即期信用狀","(3)憑國外銀行開來之信用狀(MASTERL/C)向國內廠商轉開之國內信用狀(LOCALL/C)","(4)以外幣開發之國內即期信用狀"
"331","3","有關辦理國內信用狀融資業務應行注意事項，下列敘述何者錯誤？","(1)受益人為借戶之關係戶時，應查明有無不實交易","(2)應留意買賣流程有無顛倒，不符產銷常規現象","(3)應核實匡計借戶所需額度，並以取得統一發票為認定符合融資之唯一條件","(4)對於金額較大且非借戶主要進貨廠商，應查明是否為融資性交易"
"332","1","有關辦理國內信用狀融資，如欲同時承做買方短期放款以償付本行代其墊付之匯票票款，下列敘述何者錯誤？","(1)原則上應另徵提信用狀金額20％之擔保品","(2)應一併申請短期放款-國內L/C墊款改貸額度","(3)非經個案請准貸放期間加計墊款期間最長不得超逾一八○天","(4)「應收信用狀款」與「短期放款-國內L/C墊款改貸」合計金額，不得超過原准應收信用狀款項-國內即期信用狀額度"
"333","1","以收到之國內信用狀為質，向本行申請短期放款信用狀副擔保融資，審核比照本行「授信審核權限準則」中之何種權限辦理？","(1)無擔保放款A類","(2)無擔保放款B類","(3)擔保放款","(4)得免計入授信額度"
"334","1","有關國內信用狀手續費計收標準，下列敘述何者錯誤？","(1)即期信用狀開狀手續費以年率0.1%計收，每筆最低收新臺幣1,000元","(2)即期信用狀增加金額之修改，手續費比照開狀計收標準辦理，最低收新臺幣300元","(3)遠期信用狀開狀手續費每筆新臺幣500元","(4)遠期信用狀修改手續費每件新臺幣300元"
"335","2","有關辦理「國內信用狀」業務，下列敘述何者錯誤？","(1)遠期信用狀辦理分批押匯時，其承兌費得按分批押匯金額來計算收取","(2)國內信用狀有效期限最長四個月，倘有特殊原因須申請超逾前述期限，應提升一個審核層級核定","(3)開狀申請人欲增列「發票日早於開狀日逾三個月可接受」之特別指示，應事前申請審核單位核准","(4)承兌匯票，其發票日至到期日止之期間，除另有約定外，期間最長不得超過一百八十天"
"336","1","辦理國內信用狀業務時，下列受益人之特別指示條款已授權營業單位主管逕行核定？A.「匯票付款或承兌申請書」僅由信用狀受益人單簽B.統一發票金額超逾匯票金額可接受C.統一發票日早於開狀日三個月以上可接受D.貨品明細以發票為準","(1)BD","(2)ACD","(3)ABC","(4)ABCD"
"337","3","依國內信用狀電子化業務作業規定，下列敘述何者錯誤?","(1)開狀申請人透過彰銀e通以電子方式開狀者，受益人得透過彰銀e通電子押匯","(2)開狀申請人以「電子申請、紙本開狀」方式開狀者，受益人得以臨櫃紙本押匯","(3)開狀申請人透過CDS平臺電子方式開狀者，受益人得透過彰銀e通電子押匯","(4)開狀申請人透過彰銀e通以電子方式開狀者，受益人得透過台塑網平臺電子押匯"
"338","1","有關預約匯款融資業務，下列敘述何者正確？","(1)每筆預約匯款於到期日匯入備償專戶後有餘款時，可撥入借戶與本行簽訂彰銀e通融資借款契約之一般活期存款帳戶","(2)預約匯款融資之線上交易時間為上午九時至下午三時止","(3)預約匯款融資之借戶僅可於彰銀e通線上還款","(4)預約匯款融資每筆融資金額不得低於參萬元"
"339","4","有關國內遠期信用狀之規定,下列敘述何者錯誤？","(1)經本行承兌之遠期匯票，受益人得持向本行申請貼現","(2)經本行承兌之遠期匯票可在貨幣市場自由流通買賣","(3)遠期匯票之承兌費、貼現息或相關費用，得按買賣雙方契約約定由買方或賣方負擔","(4)國內遠期信用狀應於匯票承兌日由申請人備款清償"
"340","4","送保案件提前清償申請退還保證手續費者，中小企業信保基金每次將酌收多少作業手續費？","(1)500元","(2)免收","(3)300元","(4)250元"
"341","3","依中小企業信保基金規定，有關保證手續費之敘述，下列何者錯誤？","(1)應於授信翌日起七個營業日內匯存基金帳戶","(2)保證手續費率移送保證時即確定，嗣後展期不再調整費率","(3)展期案件應於原授信保證到期日後七個營業日內匯存基金帳戶","(4)提前清償申請退還之保證手續費金額在五百元以內者不予補退"
"342","2","依中小企業融資信用保證規定，企業經輔導因擴充而超過中小企業規模者，在其後幾年內仍得送保？","(1)一年","(2)二年","(3)三年","(4)五年"
"343","3","依中小企業融資信用保證規定，企業經輔導因合併而超過中小企業規模者，在其後幾年內仍得送保？","(1)一年","(2)二年","(3)三年","(4)五年"
"344","3","對於中小企業融資信用保證手續費之匯繳，授信單位應於授信翌日起幾個營業日內，將計收之保證手續費匯存基金指定帳戶？","(1)三個營業日","(2)五個營業日","(3)七個營業日","(4)十五個營業日"
"345","2","依中小企業信保基金規定，授信單位對於信用惡化之通知，下列何者正確？","(1)應於知悉之日起十日內，最遲應於一個月內通知基金","(2)應於知悉之日起十日內，最遲應於二個月內通知基金","(3)應於知悉之日起十日內，最遲應於三個月內通知基金","(4)應於逾期之日起一個月內通知基金"
"346","3","對於中小企業融資信用保證，保證手續費之匯繳，採逐年計收者，第二年起各年之保證手續費，應於已繳保證手續費之有效保證期間屆滿後多久期限內，計收並匯存基金指定帳戶？","(1)十五日","(2)一個月","(3)二個月","(4)三個月"
"347","3","依中小企業信用保證基金規定，移送信用保證案件，提前通知基金解除保證責任者，授信單位或借戶至遲得於原保證到期後幾個月內向基金提出退還剩餘保證手續費之申請？","(1)15日","(2)1個月","(3)2個月","(4)3個月"
"348","3","依中小企業信用保證基金規定，授信案件尚未到期，授信對象未能依約分期攤還達已超逾一個月者，授信單位至遲應於知悉之日起多久之期間內通知基金？","(1)15日","(2)1個月","(3)2個月","(4)3個月"
